ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00010717,ZAC0005060,24/11/2017 11:43,COMPLETE,26/11/2017 09:44,28/11/2017 09:41,29/11/2017,
ZA-00010718,ZAC0002022,24/11/2017 20:45,COMPLETE,25/11/2017 12:46,30/11/2017 06:40,30/11/2017,
ZA-00010719,ZAC0002238,24/11/2017 09:47,COMPLETE,25/11/2017 17:44,27/11/2017 20:39,02/12/2017,
ZA-00010720,ZAC0001351,24/11/2017 08:52,COMPLETE,25/11/2017 04:22,28/11/2017 20:54,28/11/2017,
ZA-00010721,ZAC0023057,24/11/2017 21:29,COMPLETE,26/11/2017 03:25,01/12/2017 07:23,30/11/2017,
ZA-00010722,ZAC0002458,24/11/2017 21:49,COMPLETE,25/11/2017 14:25,28/11/2017 19:23,29/11/2017,
ZA-00010723,ZAC0010432,24/11/2017 10:57,COMPLETE,30/11/2017 16:20,06/12/2017 19:03,07/12/2017,
ZA-00010724,ZAC0005266,24/11/2017 07:03,COMPLETE,29/11/2017 09:24,07/12/2017 09:04,04/12/2017,
ZA-00010725,ZAC0018953,24/11/2017 22:00,COMPLETE,25/11/2017 23:18,29/11/2017 01:56,29/11/2017,
ZA-00010726,ZAC0002902,24/11/2017 17:09,COMPLETE,26/11/2017 09:22,01/12/2017 18:18,01/12/2017,BULK20
ZA-00010727,ZAC0006635,24/11/2017 21:28,COMPLETE,28/11/2017 00:05,30/11/2017 02:53,01/12/2017,
ZA-00010728,ZAC0000762,24/11/2017 08:16,COMPLETE,27/11/2017 15:15,06/12/2017 08:13,04/12/2017,FREESHIP
ZA-00010729,ZAC0022818,24/11/2017 16:45,COMPLETE,27/11/2017 02:05,28/11/2017 13:11,01/12/2017,
ZA-00010730,ZAC0020314,24/11/2017 09:50,COMPLETE,25/11/2017 12:07,26/11/2017 18:44,02/12/2017,FLASH25
ZA-00010731,ZAC0018216,24/11/2017 15:20,DISPATCHED,27/11/2017 08:59,,01/12/2017,FREESHIP
ZA-00010732,ZAC0014995,24/11/2017 10:39,COMPLETE,25/11/2017 12:02,28/11/2017 13:36,28/11/2017,
ZA-00010733,ZAC0013543,24/11/2017 11:16,COMPLETE,27/11/2017 04:24,29/11/2017 11:38,01/12/2017,
ZA-00010734,ZAC0022498,24/11/2017 08:44,COMPLETE,26/11/2017 01:28,02/12/2017 12:45,30/11/2017,WINTER15
ZA-00010735,ZAC0002591,24/11/2017 13:03,COMPLETE,24/11/2017 21:03,07/12/2017 02:50,29/11/2017,
ZA-00010736,ZAC0020773,24/11/2017 09:12,COMPLETE,28/11/2017 00:52,06/12/2017 07:55,02/12/2017,
ZA-00010737,ZAC0015504,24/11/2017 19:19,COMPLETE,26/11/2017 11:03,05/12/2017 21:56,30/11/2017,
ZA-00010738,ZAC0018667,24/11/2017 15:06,COMPLETE,27/11/2017 08:37,01/12/2017 18:52,02/12/2017,
ZA-00010739,ZAC0001638,24/11/2017 22:18,COMPLETE,25/11/2017 10:36,29/11/2017 21:43,30/11/2017,
ZA-00010740,ZAC0000722,25/11/2017 22:35,COMPLETE,27/11/2017 16:18,01/12/2017 17:23,30/11/2017,
ZA-00010741,ZAC0005408,25/11/2017 18:29,RETURNED,27/11/2017 01:50,01/12/2017 01:32,07/12/2017,
ZA-00010742,ZAC0001379,25/11/2017 14:58,COMPLETE,30/11/2017 20:25,03/12/2017 16:55,05/12/2017,
ZA-00010743,ZAC0010684,25/11/2017 18:50,COMPLETE,30/11/2017 10:56,08/12/2017 04:30,05/12/2017,WINTER15
ZA-00010744,ZAC0008120,25/11/2017 15:12,COMPLETE,01/12/2017 22:38,11/12/2017 18:48,08/12/2017,
ZA-00010745,ZAC0010842,25/11/2017 14:12,DISPATCHED,28/11/2017 10:21,,03/12/2017,BULK20
ZA-00010746,ZAC0016591,25/11/2017 15:11,CANCELLED,,,,
ZA-00010747,ZAC0005687,25/11/2017 06:49,COMPLETE,25/11/2017 20:35,04/12/2017 23:37,29/11/2017,FREESHIP
ZA-00010748,ZAC0022205,25/11/2017 21:06,COMPLETE,26/11/2017 16:44,27/11/2017 02:07,03/12/2017,
ZA-00010749,ZAC0013951,25/11/2017 16:32,COMPLETE,27/11/2017 03:23,27/11/2017 11:19,01/12/2017,
ZA-00010750,ZAC0000420,25/11/2017 12:46,COMPLETE,27/11/2017 07:50,07/12/2017 02:02,04/12/2017,
ZA-00010751,ZAC0001764,25/11/2017 14:52,COMPLETE,29/11/2017 22:09,30/11/2017 07:59,04/12/2017,
ZA-00010752,ZAC0023581,25/11/2017 16:25,COMPLETE,27/11/2017 21:13,30/11/2017 12:24,04/12/2017,FLASH25
ZA-00010753,ZAC0019254,25/11/2017 16:06,COMPLETE,26/11/2017 12:08,27/11/2017 15:40,30/11/2017,
ZA-00010754,ZAC0004676,25/11/2017 11:30,COMPLETE,28/11/2017 02:37,04/12/2017 11:10,05/12/2017,
ZA-00010755,ZAC0006315,25/11/2017 18:40,COMPLETE,02/12/2017 13:28,06/12/2017 07:14,06/12/2017,LOYAL5
ZA-00010756,ZAC0017494,25/11/2017 06:26,COMPLETE,26/11/2017 22:27,29/11/2017 12:38,01/12/2017,
ZA-00010757,ZAC0001312,25/11/2017 21:59,COMPLETE,28/11/2017 01:49,06/12/2017 05:51,01/12/2017,
ZA-00010758,ZAC0009704,25/11/2017 10:12,COMPLETE,30/11/2017 02:31,04/12/2017 11:50,04/12/2017,
ZA-00010759,ZAC0018916,25/11/2017 19:19,COMPLETE,26/11/2017 09:12,29/11/2017 05:57,30/11/2017,
ZA-00010760,ZAC0009050,25/11/2017 18:38,COMPLETE,27/11/2017 19:44,02/12/2017 11:48,01/12/2017,WINTER15
ZA-00010761,ZAC0017847,25/11/2017 20:53,DISPATCHED,26/11/2017 02:14,,29/11/2017,WINTER15
ZA-00010762,ZAC0018067,25/11/2017 14:05,COMPLETE,27/11/2017 11:20,29/11/2017 15:04,01/12/2017,
ZA-00010763,ZAC0008784,25/11/2017 07:59,COMPLETE,01/12/2017 20:05,11/12/2017 08:20,05/12/2017,
ZA-00010764,ZAC0021797,25/11/2017 21:25,COMPLETE,27/11/2017 07:02,30/11/2017 08:03,02/12/2017,
ZA-00010765,ZAC0011498,25/11/2017 17:15,COMPLETE,27/11/2017 19:04,28/11/2017 21:51,30/11/2017,
ZA-00010766,ZAC0019831,25/11/2017 07:54,COMPLETE,30/11/2017 21:01,02/12/2017 02:29,03/12/2017,
ZA-00010767,ZAC0004484,25/11/2017 10:40,COMPLETE,26/11/2017 19:13,30/11/2017 23:08,01/12/2017,
ZA-00010768,ZAC0003607,25/11/2017 13:09,PENDING,,,,WINTER15
ZA-00010769,ZAC0010883,25/11/2017 19:19,COMPLETE,27/11/2017 09:01,02/12/2017 18:47,01/12/2017,
ZA-00010770,ZAC0001029,25/11/2017 16:59,COMPLETE,29/11/2017 10:14,30/11/2017 16:40,03/12/2017,
ZA-00010771,ZAC0009195,25/11/2017 13:41,COMPLETE,27/11/2017 21:37,06/12/2017 23:59,01/12/2017,
ZA-00010772,ZAC0022351,25/11/2017 10:43,COMPLETE,26/11/2017 12:45,29/11/2017 10:32,30/11/2017,
ZA-00010773,ZAC0005037,25/11/2017 11:57,COMPLETE,26/11/2017 15:23,30/11/2017 10:25,29/11/2017,
ZA-00010774,ZAC0023054,25/11/2017 11:22,COMPLETE,28/11/2017 16:34,02/12/2017 06:19,01/12/2017,
ZA-00010775,ZAC0011882,25/11/2017 13:57,COMPLETE,29/11/2017 08:51,30/11/2017 16:33,02/12/2017,
ZA-00010776,ZAC0004373,25/11/2017 20:41,COMPLETE,28/11/2017 03:19,03/12/2017 04:39,03/12/2017,FLASH25
ZA-00010777,ZAC0014107,25/11/2017 16:45,COMPLETE,29/11/2017 08:29,06/12/2017 05:38,03/12/2017,WELCOME10
ZA-00010778,ZAC0011542,25/11/2017 10:17,COMPLETE,26/11/2017 00:54,01/12/2017 14:28,03/12/2017,
ZA-00010779,ZAC0022306,25/11/2017 06:46,COMPLETE,26/11/2017 07:04,30/11/2017 18:04,30/11/2017,LOYAL5
ZA-00010780,ZAC0006543,25/11/2017 09:32,COMPLETE,25/11/2017 23:40,30/11/2017 08:55,30/11/2017,
ZA-00010781,ZAC0015935,25/11/2017 20:48,COMPLETE,26/11/2017 04:57,30/11/2017 08:55,29/11/2017,BULK20
ZA-00010782,ZAC0010793,25/11/2017 13:11,COMPLETE,01/12/2017 12:47,04/12/2017 09:05,08/12/2017,
ZA-00010783,ZAC0018545,25/11/2017 13:55,COMPLETE,26/11/2017 17:13,07/12/2017 03:22,03/12/2017,FLASH25
ZA-00010784,ZAC0016380,25/11/2017 13:47,COMPLETE,29/11/2017 15:17,06/12/2017 22:18,02/12/2017,
ZA-00010785,ZAC0020421,25/11/2017 14:22,COMPLETE,26/11/2017 02:44,28/11/2017 02:58,29/11/2017,
ZA-00010786,ZAC0011470,25/11/2017 06:01,COMPLETE,29/11/2017 08:51,03/12/2017 21:37,02/12/2017,FLASH25
ZA-00010787,ZAC0004113,25/11/2017 07:00,COMPLETE,28/11/2017 18:29,01/12/2017 01:19,02/12/2017,
ZA-00010788,ZAC0005722,25/11/2017 20:39,COMPLETE,28/11/2017 17:30,03/12/2017 13:12,02/12/2017,
ZA-00010789,ZAC0009269,25/11/2017 13:06,COMPLETE,01/12/2017 19:52,08/12/2017 03:27,06/12/2017,
ZA-00010790,ZAC0013886,25/11/2017 07:25,COMPLETE,02/12/2017 12:31,14/12/2017 04:28,09/12/2017,
ZA-00010791,ZAC0011089,26/11/2017 18:36,COMPLETE,02/12/2017 16:18,05/12/2017 05:29,05/12/2017,
ZA-00010792,ZAC0008968,26/11/2017 19:29,COMPLETE,27/11/2017 22:43,28/11/2017 23:50,02/12/2017,
ZA-00010793,ZAC0013329,26/11/2017 09:02,COMPLETE,26/11/2017 23:51,07/12/2017 09:29,29/11/2017,
ZA-00010794,ZAC0000562,26/11/2017 06:43,COMPLETE,28/11/2017 15:19,02/12/2017 01:03,02/12/2017,
ZA-00010795,ZAC0010608,26/11/2017 17:47,COMPLETE,28/11/2017 05:26,05/12/2017 16:28,01/12/2017,
ZA-00010796,ZAC0000107,26/11/2017 21:44,COMPLETE,29/11/2017 17:50,03/12/2017 19:07,04/12/2017,
ZA-00010797,ZAC0005580,26/11/2017 08:25,COMPLETE,26/11/2017 20:34,30/11/2017 21:29,30/11/2017,
ZA-00010798,ZAC0007321,26/11/2017 19:20,COMPLETE,29/11/2017 23:20,02/12/2017 10:43,06/12/2017,
ZA-00010799,ZAC0012549,26/11/2017 06:18,COMPLETE,26/11/2017 23:03,07/12/2017 00:30,03/12/2017,WELCOME10
ZA-00010800,ZAC0021389,26/11/2017 18:21,COMPLETE,29/11/2017 10:30,01/12/2017 10:33,09/12/2017,
ZA-00010801,ZAC0006586,26/11/2017 18:52,COMPLETE,30/11/2017 03:58,02/12/2017 10:14,04/12/2017,
ZA-00010802,ZAC0007507,26/11/2017 16:48,COMPLETE,29/11/2017 02:28,05/12/2017 08:31,09/12/2017,
ZA-00010803,ZAC0010249,26/11/2017 22:05,COMPLETE,28/11/2017 00:34,29/11/2017 19:32,02/12/2017,
ZA-00010804,ZAC0000126,26/11/2017 14:26,COMPLETE,28/11/2017 19:59,02/12/2017 05:12,02/12/2017,
ZA-00010805,ZAC0011489,26/11/2017 13:06,COMPLETE,02/12/2017 01:16,07/12/2017 04:33,06/12/2017,
ZA-00010806,ZAC0010582,26/11/2017 12:43,COMPLETE,29/11/2017 06:48,12/12/2017 11:27,04/12/2017,
ZA-00010807,ZAC0010294,26/11/2017 14:11,RETURNED,30/11/2017 00:59,01/12/2017 19:12,03/12/2017,WELCOME10
ZA-00010808,ZAC0022604,26/11/2017 21:56,COMPLETE,28/11/2017 16:42,05/12/2017 16:30,05/12/2017,
ZA-00010809,ZAC0020691,26/11/2017 15:59,COMPLETE,27/11/2017 17:14,01/12/2017 09:47,02/12/2017,
ZA-00010810,ZAC0011105,26/11/2017 08:29,RETURNED,30/11/2017 12:13,03/12/2017 20:24,05/12/2017,
ZA-00010811,ZAC0004278,26/11/2017 08:33,COMPLETE,28/11/2017 12:03,03/12/2017 17:42,02/12/2017,
ZA-00010812,ZAC0010822,26/11/2017 15:52,COMPLETE,27/11/2017 11:42,04/12/2017 21:51,02/12/2017,BULK20
ZA-00010813,ZAC0013817,26/11/2017 17:24,COMPLETE,29/11/2017 01:12,08/12/2017 14:56,04/12/2017,
ZA-00010814,ZAC0005099,26/11/2017 14:17,COMPLETE,30/11/2017 06:03,02/12/2017 12:42,04/12/2017,
ZA-00010815,ZAC0013639,26/11/2017 09:26,DISPATCHED,01/12/2017 23:22,,06/12/2017,
ZA-00010816,ZAC0007296,26/11/2017 06:47,COMPLETE,26/11/2017 14:38,02/12/2017 08:56,30/11/2017,FREESHIP
ZA-00010817,ZAC0010257,26/11/2017 11:39,COMPLETE,28/11/2017 17:40,29/11/2017 07:23,03/12/2017,
ZA-00010818,ZAC0013367,26/11/2017 14:39,COMPLETE,27/11/2017 15:52,01/12/2017 07:30,04/12/2017,
ZA-00010819,ZAC0001053,26/11/2017 17:45,COMPLETE,28/11/2017 22:52,01/12/2017 14:49,03/12/2017,
ZA-00010820,ZAC0009125,26/11/2017 21:28,COMPLETE,28/11/2017 20:45,05/12/2017 16:10,08/12/2017,
ZA-00010821,ZAC0011443,26/11/2017 15:53,COMPLETE,29/11/2017 16:48,10/12/2017 08:55,04/12/2017,
ZA-00010822,ZAC0015125,26/11/2017 07:44,COMPLETE,27/11/2017 07:23,01/12/2017 14:29,01/12/2017,
ZA-00010823,ZAC0021650,26/11/2017 12:38,COMPLETE,28/11/2017 03:37,29/11/2017 15:34,02/12/2017,
ZA-00010824,ZAC0003926,26/11/2017 10:15,COMPLETE,28/11/2017 08:49,01/12/2017 14:35,02/12/2017,
ZA-00010825,ZAC0010875,26/11/2017 07:15,COMPLETE,29/11/2017 01:13,10/12/2017 15:22,04/12/2017,
ZA-00010826,ZAC0000816,26/11/2017 21:23,COMPLETE,04/12/2017 05:19,08/12/2017 18:30,11/12/2017,LOYAL5
ZA-00010827,ZAC0017333,26/11/2017 20:17,COMPLETE,30/11/2017 00:37,08/12/2017 11:56,03/12/2017,FLASH25
ZA-00010828,ZAC0016435,26/11/2017 16:57,COMPLETE,27/11/2017 09:39,28/11/2017 07:25,04/12/2017,
ZA-00010829,ZAC0004706,26/11/2017 13:24,COMPLETE,27/11/2017 13:41,01/12/2017 08:22,01/12/2017,
ZA-00010830,ZAC0005017,26/11/2017 11:20,COMPLETE,28/11/2017 05:11,02/12/2017 05:24,02/12/2017,
ZA-00010831,ZAC0005835,26/11/2017 14:51,COMPLETE,28/11/2017 09:13,05/12/2017 19:38,08/12/2017,
ZA-00010832,ZAC0003305,26/11/2017 19:15,COMPLETE,29/11/2017 00:02,01/12/2017 13:50,02/12/2017,
ZA-00010833,ZAC0018181,26/11/2017 19:53,COMPLETE,28/11/2017 05:00,30/11/2017 12:52,08/12/2017,
ZA-00010834,ZAC0014565,26/11/2017 13:00,COMPLETE,27/11/2017 23:54,02/12/2017 23:58,02/12/2017,
ZA-00010835,ZAC0014959,26/11/2017 16:34,COMPLETE,27/11/2017 23:27,01/12/2017 13:02,02/12/2017,
ZA-00010836,ZAC0006357,26/11/2017 12:24,COMPLETE,26/11/2017 23:26,02/12/2017 16:39,06/12/2017,
ZA-00010837,ZAC0017784,26/11/2017 20:15,COMPLETE,28/11/2017 18:48,03/12/2017 06:44,03/12/2017,
ZA-00010838,ZAC0010161,26/11/2017 11:41,COMPLETE,28/11/2017 12:59,30/11/2017 13:42,05/12/2017,WELCOME10
ZA-00010839,ZAC0008412,26/11/2017 22:15,COMPLETE,27/11/2017 16:35,04/12/2017 11:17,30/11/2017,
ZA-00010840,ZAC0001747,26/11/2017 20:24,COMPLETE,07/12/2017 01:28,14/12/2017 02:57,11/12/2017,
ZA-00010841,ZAC0001157,26/11/2017 15:27,COMPLETE,28/11/2017 11:04,30/11/2017 02:20,03/12/2017,FREESHIP
ZA-00010842,ZAC0016560,26/11/2017 18:41,COMPLETE,28/11/2017 15:38,01/12/2017 23:51,01/12/2017,
ZA-00010843,ZAC0004683,26/11/2017 06:35,COMPLETE,30/11/2017 21:01,07/12/2017 06:02,05/12/2017,
ZA-00010844,ZAC0022051,26/11/2017 11:00,COMPLETE,29/11/2017 18:23,04/12/2017 11:48,03/12/2017,
ZA-00010845,ZAC0011073,26/11/2017 14:00,COMPLETE,27/11/2017 21:35,02/12/2017 17:59,30/11/2017,
ZA-00010846,ZAC0019403,26/11/2017 12:37,COMPLETE,28/11/2017 22:11,02/12/2017 06:34,03/12/2017,FREESHIP
ZA-00010847,ZAC0003828,26/11/2017 17:56,COMPLETE,28/11/2017 09:28,30/11/2017 06:00,03/12/2017,LOYAL5
ZA-00010848,ZAC0011270,26/11/2017 08:02,COMPLETE,27/11/2017 18:06,01/12/2017 06:50,01/12/2017,
ZA-00010849,ZAC0004954,26/11/2017 18:53,COMPLETE,28/11/2017 01:51,05/12/2017 01:06,05/12/2017,
ZA-00010850,ZAC0022299,26/11/2017 19:44,COMPLETE,28/11/2017 21:05,02/12/2017 23:33,05/12/2017,
ZA-00010851,ZAC0013703,26/11/2017 18:07,COMPLETE,29/11/2017 02:19,04/12/2017 02:58,06/12/2017,FREESHIP
ZA-00010852,ZAC0013915,26/11/2017 17:33,COMPLETE,29/11/2017 19:51,04/12/2017 13:46,04/12/2017,FREESHIP
ZA-00010853,ZAC0016843,26/11/2017 09:52,COMPLETE,28/11/2017 07:44,30/11/2017 12:43,02/12/2017,
ZA-00010854,ZAC0016569,27/11/2017 08:59,COMPLETE,28/11/2017 04:09,30/11/2017 07:47,03/12/2017,FLASH25
ZA-00010855,ZAC0001494,27/11/2017 21:13,COMPLETE,29/11/2017 14:16,03/12/2017 22:21,04/12/2017,
ZA-00010856,ZAC0001049,27/11/2017 09:24,COMPLETE,28/11/2017 09:04,05/12/2017 15:38,01/12/2017,
ZA-00010857,ZAC0016682,27/11/2017 17:14,COMPLETE,30/11/2017 08:16,05/12/2017 07:34,10/12/2017,
ZA-00010858,ZAC0008291,27/11/2017 08:30,COMPLETE,28/11/2017 15:55,29/11/2017 21:44,05/12/2017,
ZA-00010859,ZAC0009768,27/11/2017 08:28,COMPLETE,01/12/2017 22:30,06/12/2017 23:16,04/12/2017,
ZA-00010860,ZAC0017543,27/11/2017 09:14,COMPLETE,29/11/2017 11:51,04/12/2017 09:23,04/12/2017,
ZA-00010861,ZAC0011648,27/11/2017 21:51,COMPLETE,02/12/2017 17:27,04/12/2017 03:49,07/12/2017,
ZA-00010862,ZAC0004558,27/11/2017 22:38,COMPLETE,01/12/2017 00:56,07/12/2017 07:15,08/12/2017,
ZA-00010863,ZAC0003293,27/11/2017 22:35,COMPLETE,29/11/2017 06:04,02/12/2017 11:39,02/12/2017,BULK20
ZA-00010864,ZAC0012250,27/11/2017 21:03,COMPLETE,28/11/2017 16:52,30/11/2017 21:05,02/12/2017,
ZA-00010865,ZAC0014127,27/11/2017 19:17,COMPLETE,02/12/2017 00:16,04/12/2017 01:11,06/12/2017,
ZA-00010866,ZAC0007125,27/11/2017 16:50,COMPLETE,28/11/2017 11:39,03/12/2017 00:21,02/12/2017,
ZA-00010867,ZAC0016089,27/11/2017 15:34,COMPLETE,30/11/2017 01:23,04/12/2017 02:48,03/12/2017,
ZA-00010868,ZAC0004539,27/11/2017 10:55,COMPLETE,27/11/2017 11:02,01/12/2017 03:41,02/12/2017,
ZA-00010869,ZAC0001898,27/11/2017 10:46,COMPLETE,01/12/2017 23:29,14/12/2017 01:16,05/12/2017,
ZA-00010870,ZAC0018340,27/11/2017 06:28,COMPLETE,29/11/2017 10:33,09/12/2017 21:37,03/12/2017,
ZA-00010871,ZAC0014474,27/11/2017 22:38,COMPLETE,02/12/2017 17:44,04/12/2017 10:44,06/12/2017,
ZA-00010872,ZAC0014579,27/11/2017 13:46,COMPLETE,28/11/2017 21:58,04/12/2017 17:58,02/12/2017,
ZA-00010873,ZAC0020383,27/11/2017 17:15,COMPLETE,28/11/2017 01:39,05/12/2017 02:04,03/12/2017,
ZA-00010874,ZAC0002650,27/11/2017 13:45,COMPLETE,29/11/2017 16:30,06/12/2017 15:14,02/12/2017,FREESHIP
ZA-00010875,ZAC0002772,27/11/2017 12:23,DISPATCHED,28/11/2017 11:10,,01/12/2017,
ZA-00010876,ZAC0015198,27/11/2017 15:07,COMPLETE,27/11/2017 23:47,29/11/2017 01:05,01/12/2017,
ZA-00010877,ZAC0012782,27/11/2017 22:46,COMPLETE,29/11/2017 17:34,03/12/2017 13:07,03/12/2017,
ZA-00010878,ZAC0013649,27/11/2017 20:04,COMPLETE,01/12/2017 11:23,04/12/2017 02:45,06/12/2017,
ZA-00010879,ZAC0003330,27/11/2017 20:17,COMPLETE,30/11/2017 20:00,13/12/2017 08:12,10/12/2017,LOYAL5
ZA-00010880,ZAC0007446,27/11/2017 11:57,COMPLETE,28/11/2017 11:35,14/12/2017 09:09,02/12/2017,
ZA-00010881,ZAC0008666,27/11/2017 07:25,COMPLETE,27/11/2017 10:35,06/12/2017 21:12,04/12/2017,LOYAL5
ZA-00010882,ZAC0018154,27/11/2017 13:09,COMPLETE,30/11/2017 00:54,05/12/2017 18:01,03/12/2017,
ZA-00010883,ZAC0013444,27/11/2017 22:54,COMPLETE,29/11/2017 11:12,01/12/2017 23:09,02/12/2017,
ZA-00010884,ZAC0020369,27/11/2017 16:41,COMPLETE,30/11/2017 15:45,02/12/2017 02:16,04/12/2017,
ZA-00010885,ZAC0009844,27/11/2017 11:46,COMPLETE,28/11/2017 08:40,03/12/2017 04:39,02/12/2017,
ZA-00010886,ZAC0001259,27/11/2017 08:07,COMPLETE,29/11/2017 14:21,02/12/2017 16:21,02/12/2017,
ZA-00010887,ZAC0015775,27/11/2017 11:16,COMPLETE,29/11/2017 03:56,02/12/2017 04:41,03/12/2017,
ZA-00010888,ZAC0000505,27/11/2017 17:49,COMPLETE,29/11/2017 11:48,04/12/2017 07:40,04/12/2017,
ZA-00010889,ZAC0001112,27/11/2017 18:52,COMPLETE,30/11/2017 03:57,01/12/2017 10:14,05/12/2017,
ZA-00010890,ZAC0003232,27/11/2017 14:34,COMPLETE,27/11/2017 20:54,01/12/2017 11:09,01/12/2017,
ZA-00010891,ZAC0023934,27/11/2017 16:06,COMPLETE,30/11/2017 18:23,04/12/2017 08:03,07/12/2017,
ZA-00010892,ZAC0012437,27/11/2017 16:59,COMPLETE,27/11/2017 21:35,12/12/2017 18:34,04/12/2017,
ZA-00010893,ZAC0018578,27/11/2017 09:28,COMPLETE,04/12/2017 06:29,11/12/2017 23:21,14/12/2017,
ZA-00010894,ZAC0022696,27/11/2017 13:25,COMPLETE,29/11/2017 18:44,05/12/2017 19:52,02/12/2017,FLASH25
ZA-00010895,ZAC0009425,27/11/2017 09:56,COMPLETE,29/11/2017 06:06,29/11/2017 11:52,04/12/2017,WELCOME10
ZA-00010896,ZAC0010556,27/11/2017 21:09,COMPLETE,29/11/2017 14:38,03/12/2017 17:53,03/12/2017,
ZA-00010897,ZAC0008114,27/11/2017 20:00,DISPATCHED,29/11/2017 23:16,,06/12/2017,
ZA-00010898,ZAC0020632,27/11/2017 07:28,COMPLETE,28/11/2017 23:06,30/11/2017 08:48,02/12/2017,WINTER15
ZA-00010899,ZAC0014893,27/11/2017 16:20,COMPLETE,29/11/2017 05:45,02/12/2017 04:39,03/12/2017,
ZA-00010900,ZAC0013840,27/11/2017 17:01,CANCELLED,,,,
ZA-00010901,ZAC0010816,27/11/2017 11:20,COMPLETE,30/11/2017 02:44,04/12/2017 13:53,03/12/2017,
ZA-00010902,ZAC0023245,27/11/2017 21:37,COMPLETE,28/11/2017 16:19,05/12/2017 19:43,01/12/2017,
ZA-00010903,ZAC0013656,27/11/2017 16:55,COMPLETE,02/12/2017 04:19,06/12/2017 18:20,05/12/2017,WINTER15
ZA-00010904,ZAC0009887,27/11/2017 21:33,COMPLETE,28/11/2017 15:54,02/12/2017 09:17,05/12/2017,
ZA-00010905,ZAC0007279,27/11/2017 19:55,COMPLETE,27/11/2017 22:34,30/11/2017 18:39,01/12/2017,
ZA-00010906,ZAC0004186,27/11/2017 09:19,COMPLETE,03/12/2017 00:34,14/12/2017 04:14,06/12/2017,WELCOME10
ZA-00010907,ZAC0000964,27/11/2017 08:00,COMPLETE,28/11/2017 08:43,04/12/2017 05:02,05/12/2017,FREESHIP
ZA-00010908,ZAC0018621,27/11/2017 17:32,COMPLETE,29/11/2017 10:08,03/12/2017 09:33,02/12/2017,FLASH25
ZA-00010909,ZAC0022453,27/11/2017 17:27,COMPLETE,01/12/2017 01:40,11/12/2017 04:09,04/12/2017,
ZA-00010910,ZAC0009257,27/11/2017 07:33,CANCELLED,,,,
ZA-00010911,ZAC0015408,28/11/2017 06:04,DISPATCHED,03/12/2017 16:48,,07/12/2017,FLASH25
ZA-00010912,ZAC0013034,28/11/2017 11:29,CANCELLED,,,,
ZA-00010913,ZAC0002290,28/11/2017 16:59,COMPLETE,30/11/2017 18:02,02/12/2017 02:18,03/12/2017,
ZA-00010914,ZAC0014291,28/11/2017 18:08,COMPLETE,30/11/2017 08:10,02/12/2017 12:32,04/12/2017,
ZA-00010915,ZAC0004728,28/11/2017 07:11,COMPLETE,02/12/2017 13:59,05/12/2017 12:57,06/12/2017,
ZA-00010916,ZAC0013315,28/11/2017 17:45,RETURNED,29/11/2017 16:32,08/12/2017 10:59,03/12/2017,
ZA-00010917,ZAC0007416,28/11/2017 17:35,CANCELLED,,,,FREESHIP
ZA-00010918,ZAC0002089,28/11/2017 17:22,COMPLETE,29/11/2017 21:14,07/12/2017 04:59,04/12/2017,
ZA-00010919,ZAC0020415,28/11/2017 18:41,COMPLETE,29/11/2017 16:54,02/12/2017 08:50,03/12/2017,
ZA-00010920,ZAC0001140,28/11/2017 21:49,COMPLETE,30/11/2017 16:58,04/12/2017 20:39,10/12/2017,BULK20
ZA-00010921,ZAC0012543,28/11/2017 12:32,COMPLETE,29/11/2017 15:28,02/12/2017 04:11,03/12/2017,
ZA-00010922,ZAC0014664,28/11/2017 08:21,COMPLETE,03/12/2017 08:05,05/12/2017 10:21,08/12/2017,
ZA-00010923,ZAC0023822,28/11/2017 11:06,COMPLETE,28/11/2017 14:47,10/12/2017 01:12,01/12/2017,
ZA-00010924,ZAC0023745,28/11/2017 12:02,COMPLETE,28/11/2017 13:05,30/11/2017 08:33,03/12/2017,
ZA-00010925,ZAC0017742,28/11/2017 17:27,COMPLETE,03/12/2017 14:44,06/12/2017 14:32,07/12/2017,
ZA-00010926,ZAC0018527,28/11/2017 18:35,COMPLETE,01/12/2017 14:12,04/12/2017 22:08,06/12/2017,WINTER15
ZA-00010927,ZAC0023298,28/11/2017 06:40,COMPLETE,28/11/2017 14:52,04/12/2017 01:35,03/12/2017,
ZA-00010928,ZAC0001268,28/11/2017 17:21,COMPLETE,30/11/2017 16:19,01/12/2017 22:32,04/12/2017,
ZA-00010929,ZAC0020235,28/11/2017 10:50,CANCELLED,,,,
ZA-00010930,ZAC0001686,28/11/2017 12:49,COMPLETE,01/12/2017 21:26,04/12/2017 13:53,05/12/2017,
ZA-00010931,ZAC0011610,28/11/2017 21:43,COMPLETE,30/11/2017 10:18,02/12/2017 16:04,04/12/2017,
ZA-00010932,ZAC0003426,28/11/2017 19:47,COMPLETE,30/11/2017 05:36,08/12/2017 05:10,03/12/2017,
ZA-00010933,ZAC0008309,28/11/2017 11:53,COMPLETE,29/11/2017 00:36,30/11/2017 18:53,03/12/2017,
